   edgecnt,totalfence,    keycnt,       pts,     polys,       gen,      cost,  fencecnt
     23223,     76465,     15150,      1540,       157,    121797,     97642,         4
     23223,     76465,     15150,      1540,       157,    121797,     97642,         6
     23223,     76465,     15150,      1540,       157,    121797,     97642,         3
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         3
     23223,     76465,     15150,      1540,       157,    121797,     97642,         3
     23223,     76465,     15150,      1540,       157,    121797,     97642,         3
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         6
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         3
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         4
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         4
     23223,     76465,     15150,      1540,       157,    121797,     97642,         5
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         4
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         3
     23223,     76465,     15150,      1540,       157,    121797,     97642,         5
     23223,     76465,     15150,      1540,       157,    121797,     97642,         4
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         5
     23223,     76465,     15150,      1540,       157,    121797,     97642,         5
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         6
     23223,     76465,     15150,      1540,       157,    121797,     97642,         6
     23223,     76465,     15150,      1540,       157,    121797,     97642,         7
     23223,     76465,     15150,      1540,       157,    121797,     97642,         5
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
     23223,     76465,     15150,      1540,       157,    121797,     97642,         5
     23223,     76465,     15150,      1540,       157,    121797,     97642,         7
     23223,     76465,     15150,      1540,       157,    121797,     97642,         1
     23223,     76465,     15150,      1540,       157,    121797,     97642,         2
